Specific_Cell_Ontology_ID	Cell_Marker
CL:0000148	TFAP2A
CL:0000586	TFAP2C
CL:0000586	TFAP2C
CL:0000066	TFAP2C
CL:0000670	TFAP2C
CL:0000057	TFAP2C
CL:0000586	TFAP2C
CL:0000586	TFAP2C
CL:0000047	NR2F1
CL:0002319	NR2F1
CL:0000057	NR2F1
CL:0000047	NR2F1
CL:0002138	NR2F1
CL:0000155	NR2F2
CL:0000501	NR2F2
CL:0000115	NR2F2
CL:0000057	NR2F2
CL:0002543	NR2F2
CL:0000540	NR2F2
CL:0000134	NR2F2
CL:0000187	NR2F2
CL:0002138	NR2F2
CL:0000499	NR2F2
CL:0000038	TFDP1
CL:0000814	TFDP1
CL:0000066	TFDP2
CL:0000814	TFDP2
CL:0000034	TFDP2
CL:0000051	TFE3
CL:0000136	TFE3
CL:0002179	TFF1
CL:0002079	TFF1
CL:0000163	TFF1
CL:1000488	TFF1
CL:0000066	TFF1
CL:0000160	TFF1
CL:0002179	TFF1
CL:0000160	TFF1
CL:0000160	TFF1
CL:0000150	TFF1
CL:1000488	TFF2
CL:0000651	TFF2
CL:0000160	TFF2
CL:0000651	TFF2
CL:0002079	TFF2
CL:0002370	TFF2
CL:0002179	TFF2
CL:1000488	TFF2
CL:0002179	TFF2
CL:0002179	TFF2
CL:0000160	TFF2
CL:0002179	TFF2
CL:0000163	TFF3
CL:0000584	TFF3
CL:0000067	TFF3
CL:0002258	TFF3
CL:0000151	TFF3
CL:0000160	TFF3
CL:0000158	TFF3
CL:0000160	TFF3
CL:0002306	TFF3
CL:0000540	TFF3
CL:1000488	TFF3
CL:0000160	TFF3
CL:0000129	TFF3
CL:0000216	TFF3
CL:0000158	TFF3
CL:0000115	TFF3
CL:0000115	TFPI
CL:0000066	TFPI
CL:0000499	TFPI
CL:0000115	TFPI
CL:0000127	TFPI
CL:0000499	TFPI
CL:0000057	TFPI
CL:0000115	TFPI
CL:0000115	TFPI
CL:0005006	TFPI
CL:0000182	TFR2
CL:0000765	TFR2
CL:0000547	TFRC
CL:0011010	TFRC
CL:0000236	TFRC
CL:0000235	TFRC
CL:0000988	TFRC
CL:0002217	TFRC
CL:0000134	TFRC
CL:0000115	TFRC
CL:0000134	TFRC
CL:0000134	TFRC
CL:0000815	TFRC
CL:0000084	TFRC
CL:0000235	TFRC
CL:0000222	TFRC
CL:0000558	TFRC
CL:0000765	TFRC
CL:0008019	TFRC
CL:0000134	TFRC
CL:0000312	TFRC
CL:0000815	TFRC
CL:0000501	TFRC
CL:0000134	TFRC
CL:0000765	TFRC
CL:0011025	TFRC
CL:0002305	TFRC
CL:0000889	TFRC
CL:0000764	TFRC
CL:0000034	TFRC
CL:0005026	TFRC
CL:0000552	TFRC
CL:0000499	TFRC
CL:0000134	TFRC
CL:0000034	TFRC
CL:0000236	TFRC
CL:0000134	TFRC
CL:0000547	TFRC
CL:0000038	TFRC
CL:0000134	TFRC
CL:0000764	TFRC
CL:0000765	TFRC
CL:0000236	TFRC
CL:0000034	TFRC
CL:0000066	TFRC
CL:0000595	TFRC
CL:0000831	TFRC
CL:0000553	TFRC
CL:0000235	TFRC
CL:0002258	TG
CL:0000066	TG
CL:0002258	TG
CL:0002258	TG
CL:0000066	TG
CL:0000066	TGFA
CL:0000233	TGFB1
CL:0000815	TGFB1
CL:0000097	TGFB1
CL:0002410	TGFB1
CL:0000814	TGFB1
CL:0000623	TGFB1
CL:0000815	TGFB1
CL:0000890	TGFB1
CL:0000556	TGFB1
CL:0000235	TGFB1
CL:0000192	TGFB1I1
CL:0000499	TGFB1I1
CL:0000037	TGFB2
CL:0002085	TGFB2
CL:0005006	TGFB3
CL:0000815	TGFB3
CL:0002322	LEFTY2
CL:0000034	LEFTY2
CL:0000034	LEFTY2
CL:0000034	LEFTY2
CL:1000414	LEFTY2
CL:0000499	TGFBI
CL:0000763	TGFBI
CL:0000127	TGFBI
CL:0000235	TGFBI
CL:0000235	TGFBI
CL:0000451	TGFBI
CL:0000066	TGFBI
CL:0000575	TGFBI
CL:0002306	TGFBI
CL:0000235	TGFBI
CL:0000178	TGFBI
CL:0000576	TGFBI
CL:0000784	TGFBI
CL:0000057	TGFBI
CL:0000815	TGFBI
CL:0000235	TGFBI
CL:0000352	TGFBR1
CL:0000815	TGFBR1
CL:0000623	TGFBR1
CL:0000235	TGFBR1
CL:0000129	TGFBR1
CL:0000115	TGFBR2
CL:0007011	TGFBR2
CL:0000115	TGFBR2
CL:0005006	TGFBR2
CL:1000398	TGFBR2
CL:0000077	TGFBR2
CL:0000115	TGFBR2
CL:0000057	TGFBR2
CL:0000784	TGFBR2
CL:0000115	TGFBR2
CL:0000169	TGFBR3
CL:0000169	TGFBR3
CL:0000169	TGFBR3
CL:0000057	TGFBR3
CL:0002217	TGFBR3
CL:0000169	TGFBR3
CL:0000066	TGFBR3
CL:0000814	TGFBR3
CL:0000178	TGFBR3
CL:0000127	BYSL
CL:0000771	TGIF1
CL:0011020	TGIF1
CL:0000034	TGIF1
CL:0000158	TGIF1
CL:0000216	TGIF1
CL:0000084	TGIF1
CL:0000771	TGIF1
CL:0000138	TGIF1
CL:0000312	TGM1
CL:0000066	TGM2
CL:0001063	TGM2
CL:0000115	TGM2
CL:0000115	TGM2
CL:0000059	TGM2
CL:0000151	TGM2
CL:0000067	TGM3
CL:0000775	TGM3
CL:0000700	TH
CL:1000618	TH
CL:0000165	TH
CL:0008025	TH
CL:2000097	TH
CL:0000099	TH
CL:0000206	TH
CL:0000121	TH
CL:0000700	TH
CL:0000109	TH
CL:0000700	TH
CL:0000540	TH
CL:2000097	TH
CL:0000784	THBD
CL:0000235	THBD
CL:0001056	THBD
CL:0000451	THBD
CL:0000115	THBD
CL:0000034	THBD
CL:0000066	THBD
CL:0002461	THBD
CL:0000145	THBD
CL:0000451	THBD
CL:0000233	THBD
CL:0000990	THBD
CL:0000990	THBD
CL:0000451	THBD
CL:0002461	THBD
CL:0000192	THBD
CL:0000115	THBD
CL:0000115	THBD
CL:0000510	THBD
CL:0000115	THBD
CL:0000499	THBD
CL:0000066	THBD
CL:0000115	THBD
CL:0000115	THBD
CL:0000066	THBD
CL:0000235	THBD
CL:0000763	THBD
CL:0000646	THBD
CL:0000235	THBD
CL:0000115	THBD
CL:0000077	THBD
CL:0000990	THBD
CL:0000499	THBS1
CL:0000192	THBS1
CL:0000576	THBS1
CL:0000079	THBS1
CL:0000499	THBS1
CL:0000771	THBS1
CL:0000235	THBS1
CL:0000138	THBS1
CL:0000066	THBS1
CL:1001596	THBS1
CL:0000115	THBS1
CL:0000057	THBS1
CL:0000233	THBS1
CL:0000038	THBS1
CL:0005006	THBS1
CL:0000057	THBS1
CL:0000771	THBS1
CL:0000192	THBS2
CL:0000066	THBS2
CL:0000057	THBS2
CL:0000134	THBS2
CL:0000178	THBS2
CL:0000057	THBS2
CL:0007005	THBS2
CL:0000127	THBS3
CL:0000051	THBS3
CL:0000160	TSPO
CL:0000763	TSPO
CL:0000136	TSPO
CL:0000145	TSPO
CL:0000576	TSPO
CL:0000115	TSPO
CL:0000235	TSPO
CL:0000066	TSPO
CL:0000576	TSPO
CL:0000576	TSPO
CL:0000775	TSPO
CL:0000863	TSPO
CL:0000646	TSPO
CL:0000499	THBS4
CL:0000771	THBS4
CL:0000057	THBS4
CL:0000192	THBS4
CL:0000038	THBS4
CL:0000771	THBS4
CL:0000187	THBS4
CL:0000092	THRA
CL:0000038	THRB
CL:0000066	THRSP
CL:0000134	THY1
CL:0000034	THY1
CL:0002503	THY1
CL:0002148	THY1
CL:0000115	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000057	THY1
CL:0000670	THY1
CL:0002322	THY1
CL:0000499	THY1
CL:0000134	THY1
CL:0008019	THY1
CL:0002640	THY1
CL:0002034	THY1
CL:0000034	THY1
CL:0000214	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000723	THY1
CL:2000061	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000037	THY1
CL:0000134	THY1
CL:0000057	THY1
CL:0000186	THY1
CL:0001064	THY1
CL:0000057	THY1
CL:0008001	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000057	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000037	THY1
CL:0000084	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000499	THY1
CL:0002410	THY1
CL:0000650	THY1
CL:0002619	THY1
CL:0000723	THY1
CL:0000062	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0008019	THY1
CL:0002322	THY1
CL:0000034	THY1
CL:0000037	THY1
CL:0000134	THY1
CL:0002639	THY1
CL:0000034	THY1
CL:0000037	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000037	THY1
CL:0002255	THY1
CL:0000128	THY1
CL:0000057	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000499	THY1
CL:0000134	THY1
CL:0000499	THY1
CL:0008019	THY1
CL:0000037	THY1
CL:0000057	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000057	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000062	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0002322	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000051	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000057	THY1
CL:0000057	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000115	THY1
CL:0000062	THY1
CL:0000034	THY1
CL:0000988	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000034	THY1
CL:0000034	THY1
CL:0011010	THY1
CL:0000115	THY1
CL:0002371	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000499	THY1
CL:0000034	THY1
CL:0011026	THY1
CL:0000034	THY1
CL:0000084	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000049	THY1
CL:0000499	THY1
CL:0000134	THY1
CL:0002322	THY1
CL:0000134	THY1
CL:0002322	THY1
CL:0000540	THY1
CL:0000037	THY1
CL:0000057	THY1
CL:0002322	THY1
CL:0000134	THY1
CL:0000084	THY1
CL:0000057	THY1
CL:0000499	THY1
CL:0002536	THY1
CL:0000034	THY1
CL:0000540	THY1
CL:0000134	THY1
CL:0000499	THY1
CL:0000057	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000499	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000236	THY1
CL:0000192	THY1
CL:0000499	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0002322	THY1
CL:0000056	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:2000061	THY1
CL:0002322	THY1
CL:0002195	THY1
CL:0000842	THY1
CL:0000057	THY1
CL:0000037	THY1
CL:0000134	THY1
CL:2000061	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000048	THY1
CL:0000499	THY1
CL:0000034	THY1
CL:0000038	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000988	THY1
CL:0000134	THY1
CL:0000232	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000034	THY1
CL:0000057	THY1
CL:0000134	THY1
CL:0000128	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000016	THY1
CL:0002322	THY1
CL:0000740	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000134	THY1
CL:0000134	THY1
CL:0002322	THY1
CL:0000134	THY1
CL:0000034	THY1
CL:0000499	THY1
CL:0000066	THY1
CL:0000222	THY1
CL:0000134	THY1
CL:0000077	KLF10
CL:0000057	KLF10
CL:0000502	KLF10
CL:0000192	KLF10
CL:0000066	KLF10
CL:0007011	KLF10
CL:0000576	KLF10
CL:0000499	KLF10
CL:0000066	KLF10
CL:0000077	KLF10
CL:0000814	KLF10
CL:0000057	TIA1
CL:0000622	TIA1
CL:0001065	TIA1
CL:0000066	TIA1
CL:0000134	TIA1
CL:0000814	TIAL1
CL:0000145	TIE1
CL:0000115	TIE1
CL:0000115	TIE1
CL:0000115	TIE1
CL:0000814	TIE1
CL:0000115	TIE1
CL:0000115	TIE1
CL:0000115	TIE1
CL:0000079	TIMP1
CL:0000499	TIMP1
CL:0000145	TIMP1
CL:0000134	TIMP1
CL:0000077	TIMP1
CL:0000097	TIMP1
CL:0000499	TIMP1
CL:0000077	TIMP1
CL:0002410	TIMP1
CL:0000136	TIMP1
CL:0000235	TIMP1
CL:0000138	TIMP1
CL:0000576	TIMP1
CL:0000451	TIMP1
CL:0000576	TIMP1
CL:0000066	TIMP1
CL:0000057	TIMP1
CL:1000398	TIMP1
CL:0000163	TIMP1
CL:0000646	TIMP1
CL:0000632	TIMP1
CL:0000077	TIMP1
CL:0000499	TIMP1
CL:0000127	TIMP1
CL:0000192	TIMP2
CL:0000499	TIMP2
CL:0000763	TIMP2
CL:0000129	TIMP2
CL:0000499	TIMP2
CL:0000077	TIMP2
CL:0000499	TIMP2
CL:0000235	TIMP2
CL:0000057	TIMP2
CL:0000127	TIMP3
CL:0000115	TIMP3
CL:0000127	TIMP3
CL:0000115	TIMP3
CL:0000057	TIMP3
CL:0000115	TIMP3
CL:0007011	TIMP3
CL:0000499	TIMP3
CL:0000115	TIMP3
CL:0000138	TIMP3
CL:0000127	TIMP3
CL:0000127	TIMP3
CL:0000127	TIMP3
CL:0000540	TIMP3
CL:0000097	TIMP3
CL:0007011	TIMP3
CL:0000077	TIMP3
CL:0000115	TIMP3
CL:0007011	TIMP3
CL:0002410	TIMP3
CL:0000192	TIMP3
CL:0000127	TIMP4
CL:0000178	C1QBP
CL:0000542	C1QBP
CL:0001064	C1QBP
CL:0000814	C1QBP
CL:0000099	NKX2-1
CL:3000000	NKX2-1
CL:0002063	NKX2-1
CL:0000099	NKX2-1
CL:0000066	NKX2-1
CL:0002340	TJP1
CL:0000216	TJP1
CL:0002062	TJP1
CL:0000182	TJP1
CL:0000066	TJP1
CL:0000066	TJP1
CL:0000038	TK1
CL:0000066	TK2
CL:0000814	TKT
CL:0000576	TKT
CL:0000576	TKT
CL:0000775	TKT
CL:0002322	TKT
CL:0000540	ICAM5
CL:0000940	TLE1
CL:0000236	TLE1
CL:0000814	TLE1
CL:0000034	TLE1
CL:0000236	TLE1
CL:0000178	TLE1
CL:0000814	TLE4
CL:0000115	TLL1
CL:0000129	TLN1
CL:0000814	TLN1
CL:0000038	SEC62
CL:0000163	SEC62
CL:0000057	SEC62
CL:0000576	SEC62
CL:0000499	SEC62
CL:0000786	SEC62
CL:0000134	SEC62
CL:0000236	SEC62
CL:0000236	SEC62
CL:0000814	SEC62
CL:0002258	SEC62
CL:0000540	SEC62
CL:0000235	TLR1
CL:0000499	TLR1
CL:0000499	TLR1
CL:0000233	TLR1
CL:0000775	TLR1
CL:0000763	TLR1
CL:0000863	TLR2
CL:0000576	TLR2
CL:0000636	TLR2
CL:0000775	TLR2
CL:0000129	TLR2
CL:0000235	TLR2
CL:0000136	TLR2
CL:0000763	TLR2
CL:0000576	TLR2
CL:0000583	TLR2
CL:0000145	TLR2
CL:0000129	TLR2
CL:0000499	TLR2
CL:0000775	TLR2
CL:0000499	TLR2
CL:0000763	TLR2
CL:0000775	TLR2
CL:0000235	TLR2
CL:0000235	TLR2
CL:0000775	TLR2
CL:0000235	TLR2
CL:0000037	TLR2
CL:0000576	TLR2
CL:0000235	TLR2
CL:0000510	TLR2
CL:0000775	TLR2
CL:0000047	TLR3
CL:0000451	TLR3
CL:0000499	TLR3
CL:0000499	TLR3
CL:0000763	TLR4
CL:0000763	TLR4
CL:0000129	TLR4
CL:0000557	TLR4
CL:0000233	TLR4
CL:0000738	TLR4
CL:0000863	TLR4
CL:0000091	TLR4
CL:0000510	TLR4
CL:0000576	TLR4
CL:0000235	TLR4
CL:0000235	TLR4
CL:0000499	TLR4
CL:0002627	TLR4
CL:0000767	TLR4
CL:0000236	TLR4
CL:0000767	TLR4
CL:0000136	TLR4
CL:0000576	TLR4
CL:0000499	TLR4
CL:0002627	TLR4
CL:0000540	ACTG1
CL:0000584	ACTG1
CL:0002258	ACTG1
CL:0000670	ACTG1
CL:0000115	ACTG1
CL:0000128	ACTG1
CL:0000646	ACTG1
CL:0011025	ACTG1
CL:0000814	ACTG1
CL:0000079	ACTG1
CL:0000128	ACTG1
CL:0000775	ACTG1
CL:0000066	ACTG1
CL:0000160	ACTG1
CL:0000057	ACTG1
CL:0000057	SERPING1
CL:0000192	SERPING1
CL:0000066	SERPING1
CL:0007011	SERPING1
CL:0005010	SERPING1
CL:0000235	SERPING1
CL:0000138	SERPING1
CL:0000115	SERPING1
CL:0002079	SERPING1
CL:0000216	SERPING1
CL:0000077	SERPING1
CL:0000499	SERPING1
CL:0007011	SERPING1
CL:0007011	SERPING1
CL:0007011	SERPING1
CL:0000160	SERPING1
CL:0000062	TLR5
CL:0000235	TLR5
CL:0000510	TLR5
CL:0002453	TSPAN7
CL:0000145	TSPAN7
CL:0000216	TSPAN7
CL:0000023	TSPAN7
CL:0000115	TSPAN7
CL:0000115	TSPAN7
CL:0000540	TSPAN7
CL:0000540	TSPAN7
CL:0005010	TSPAN7
CL:1000398	TSPAN7
CL:0000127	TSPAN7
CL:0000169	TSPAN7
CL:0002453	TSPAN7
CL:0000127	TSPAN7
CL:0000115	TSPAN7
CL:0000501	TSPAN7
CL:0000115	TSPAN7
CL:0000584	TSPAN8
CL:0000235	TSPAN8
CL:0005009	TSPAN8
CL:0000160	TSPAN8
CL:0000158	TSPAN8
CL:0000163	TSPAN8
CL:0000115	TSPAN8
CL:0000066	TSPAN8
CL:0000158	TSPAN8
CL:0000034	TSPAN8
CL:0002079	TSPAN8
CL:0000066	TSPAN8
CL:0000155	TSPAN8
CL:0000160	TM4SF4
CL:0000622	TM4SF4
CL:0000171	TM4SF4
CL:0000171	TM4SF4
CL:0000171	TM4SF4
CL:0000057	TM4SF4
CL:0000171	TM4SF4
CL:0000171	TM4SF4
CL:0000171	TM4SF4
CL:0000163	TM4SF4
CL:0000584	TM4SF4
CL:0000182	TM4SF4
CL:1000398	TM4SF4
CL:0007011	TM4SF4
CL:0000502	TM4SF4
CL:0000360	TSPAN6
CL:0000622	TSPAN6
CL:0000127	TSPAN6
CL:0000115	TSPAN4
CL:0000499	TSPAN4
CL:0000235	TSPAN4
CL:0000066	TSPAN4
CL:0000510	GPR137B
CL:0000127	GPR137B
CL:0001064	GPR137B
CL:0000763	TM7SF2
CL:0000128	TM7SF2
CL:0000127	TM7SF2
CL:0000182	TM7SF2
CL:0000128	TM7SF2
CL:0000814	TRAPPC10
CL:0000814	TMF1
CL:0000057	TMOD1
CL:0000097	TMOD1
CL:0000128	TMOD1
CL:0000134	TMPO
CL:0000814	TMPO
CL:0011020	TMPO
CL:0000540	TMPO
CL:0000057	TMPO
CL:0000188	TMPO
CL:0000038	TMPO
CL:0000079	TMPRSS2
CL:0000682	TMPRSS2
CL:0005010	TMPRSS2
CL:0000158	TMPRSS2
CL:0000163	TMPRSS2
CL:0002217	TMPRSS2
CL:0000155	TMPRSS2
CL:0000066	TMPRSS2
CL:0000160	TMPRSS2
CL:0000622	TMPRSS2
CL:0000576	TMSB4X
CL:0000451	TMSB4X
CL:0000235	TMSB4X
CL:0000079	TMSB4X
CL:0000115	TMSB4X
CL:0000160	TMSB4X
CL:0000057	TMSB4X
CL:0000128	TMSB4X
CL:0000763	TMSB4X
CL:0000192	TMSB4X
CL:0000646	TMSB4X
CL:0005006	TMSB4X
CL:0000084	TMSB4X
CL:0000540	TMSB4X
CL:0000775	TMSB4X
CL:0000738	TMSB4X
CL:0000236	TMSB4X
CL:0000115	TMSB4X
CL:0000077	TMSB4X
CL:0000128	TMSB4X
CL:0000646	TMSB4X
CL:0000066	TMSB4X
CL:0000235	TMSB4XP8
CL:0000192	TMSB4XP8
CL:1000398	TMSB4XP8
CL:0000451	TMSB4XP8
CL:0000084	TMSB4XP8
CL:0000576	TMSB4XP4
CL:0000451	TMSB4XP4
CL:0000160	TMSB4XP4
CL:0000499	TMSB4XP4
CL:0000084	TMSB4XP4
CL:0000235	TMSB4XP4
CL:0002139	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000066	CLDN5
CL:0002139	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0002139	CLDN5
CL:0002139	CLDN5
CL:0000115	CLDN5
CL:0000071	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0002139	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0000115	CLDN5
CL:0002139	CLDN5
CL:0002139	CLDN5
CL:0000057	CLEC3B
CL:0000129	CLEC3B
CL:0000863	TNF
CL:0000510	TNF
CL:0000899	TNF
CL:0000899	TNF
CL:0000059	TNF
CL:0000451	TNF
CL:0000097	TNF
CL:0000235	TNF
CL:0000545	TNF
CL:0000623	TNF
CL:0000890	TNF
CL:0000775	TNF
CL:0000844	TNF
CL:0000798	TNF
CL:0000235	TNF
CL:0000910	TNF
CL:0000912	TNF
CL:0000893	TNF
CL:0000091	TNF
CL:0000863	TNF
CL:0000940	TNF
CL:0000576	TNF
CL:0000815	TNF
CL:0000235	TNF
CL:0000545	TNF
CL:0000814	TNF
CL:0000896	TNF
CL:0000545	TNF
CL:0000906	TNF
CL:0002131	TNNC2
CL:0000192	TNNC2
CL:0000187	TNNC2
CL:0000115	TNFAIP1
CL:0000115	TNFAIP1
CL:0000235	TNFAIP2
CL:0000158	TNFAIP2
CL:0000583	TNFAIP2
CL:0000510	TNFAIP2
CL:0000682	TNFAIP2
CL:0000763	TNFAIP2
CL:0000576	TNFAIP2
CL:0000235	TNFAIP2
CL:0000066	TNFAIP3
CL:0000084	TNFAIP3
CL:0000158	TNFAIP3
CL:0000576	TNFAIP3
CL:0000784	TNFAIP3
CL:0000084	TNFAIP3
CL:0000510	TNFAIP3
CL:0000051	TNFAIP3
CL:0000451	TNFAIP3
CL:0000115	TNFAIP3
CL:0000814	TNFAIP3
CL:0000815	TNFAIP3
CL:0000079	TNFAIP3
CL:0000576	TNFAIP3
CL:0000084	TNFAIP3
CL:0000235	TNFAIP3
CL:0000499	TNFAIP3
CL:0000646	TNFAIP3
CL:0011025	TNFAIP3
CL:0000097	TNFAIP3
CL:0000763	TNFAIP3
CL:0000775	TNFAIP6
CL:0000235	TNFAIP6
CL:0000763	TNFAIP6
CL:0000775	TNFAIP6
CL:0000775	TNFAIP6
CL:0000763	TNFAIP6
CL:0000066	TNFAIP6
CL:0000192	TNFAIP6
CL:0000499	TNFAIP6
CL:0002410	TNFAIP6
CL:0000576	TNFAIP6
CL:0000057	TNFAIP6
CL:0000134	TNFRSF1A
CL:0000206	TNFRSF1A
CL:0000134	TNFRSF1A
CL:0000134	TNFRSF1A
CL:0000134	TNFRSF1A
CL:0000576	TNFRSF1A
CL:0000129	TNFRSF1A
CL:0000134	TNFRSF1A
CL:0000134	TNFRSF1A
CL:0000034	TNFRSF1A
CL:0000546	TNFRSF1A
CL:0000115	TNFRSF1A
CL:0000134	TNFRSF1A
CL:0000129	P75
CL:0011025	P75
CL:0000815	P75
CL:0000134	P75
CL:0000057	P75
CL:0000576	P75
CL:0011025	P75
CL:0011025	P75
CL:0000815	P75
CL:0000510	P75
CL:0000034	P75
CL:0000763	P75
CL:0000815	P75
CL:0000115	P75
CL:0000451	P75
CL:0000005	P75
CL:0000051	P75
CL:0000235	P75
CL:0000576	P75
CL:0011025	P75
CL:0000576	P75
CL:0000815	P75
CL:0000814	P75
CL:0000746	TNNC1
CL:0000710	TNNC1
CL:0000746	TNNC1
CL:0000187	TNNC1
CL:0000746	TNNC1
CL:0000746	TNNI1
CL:0000746	TNNI1
CL:0000499	TNNI1
CL:0002131	TNNI1
CL:0000746	TNNI1
CL:0000187	TNNI1
CL:0000188	TNNI1
CL:0000576	TNNI2
CL:0000187	TNNI2
CL:0002131	TNNI3
CL:0000746	TNNI3
CL:0000746	TNNI3
CL:0000710	TNNI3
CL:0000501	TNNI3
CL:0000746	TNNI3
CL:0000216	TNNI3
CL:0000499	TNNI3
CL:0000746	TNNI3
CL:0000187	TNNT1
CL:0000077	TNNT1
CL:0000188	TNNT1
CL:0000188	TNNT2
CL:0000710	TNNT2
CL:0000746	TNNT2
CL:0000746	TNNT2
CL:0000499	TNNT2
CL:0000746	TNNT2
CL:0000746	TNNT2
CL:0000746	TNNT2
CL:0002131	TNNT2
CL:0000746	TNNT2
CL:0000746	TNNT2
CL:0002396	C1QC
CL:0000235	C1QC
CL:0000890	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000091	C1QC
CL:0002396	C1QC
CL:0000510	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000863	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000890	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0000235	C1QC
CL:0002396	C1QC
CL:0000129	C1QC
CL:0000187	TNNT3
CL:0000746	TNNT3
CL:0000192	TNNT3
CL:0000586	TP1
CL:0000018	TP1
CL:0000017	TP1
CL:0000586	TNP2
CL:0000128	TNR
CL:0002453	TNR
CL:0002453	TNR
CL:0000128	TNR
CL:0000128	TNR
CL:0000127	TNS1
CL:0000650	TNS1
CL:0000127	TNS1
CL:0000186	TNS1
CL:0000192	TNS1
CL:0000499	TNXB
CL:0000057	TNXB
CL:0000077	C1R
CL:0000057	C1R
CL:0000057	C1R
CL:0000499	C1R
CL:0000235	C1R
CL:0000066	C1R
CL:0000499	C1R
CL:0000057	C1R
CL:0000057	C1R
CL:0000501	C1R
CL:0000192	C1R
CL:0000057	C1R
CL:0000814	TOP1
CL:0000646	TOP1
CL:0000763	TOP2A
CL:0011020	TOP2A
CL:0000786	TOP2A
CL:0000798	TOP2A
CL:0000786	TOP2A
CL:0000084	TOP2A
CL:0000038	TOP2A
CL:0000542	TOP2A
CL:0000134	TOP2A
CL:0011020	TOP2A
CL:0000034	TOP2A
CL:0000814	TOP2B
CL:0000066	TOP3A
CL:0000051	TOP3A
CL:0000814	TP53
