Specific_Cell_Ontology_ID	Cell_Marker
CL:0000077	SEC61G
CL:0000786	SEC61G
CL:0000138	SEC61G
CL:0000670	SEC61G
CL:0000763	LEPROTL1
CL:0000084	LEPROTL1
CL:0000084	LEPROTL1
CL:0000814	LEPROTL1
CL:0000115	HEY2
CL:0000352	HEY2
CL:1000413	HEY2
CL:0000746	HEY2
CL:0000787	TNFRSF13B
CL:0000817	TNFRSF13B
CL:0000816	TNFRSF13B
CL:0000236	TNFRSF13B
CL:0000236	TNFRSF13B
CL:0000815	TNFRSF13B
CL:0000844	TNFRSF13B
CL:0000236	TNFRSF13B
CL:0000787	TNFRSF13B
CL:0000084	TNFRSF13B
CL:0000236	TNFRSF13B
CL:0000236	TNFRSF13B
CL:0000787	TNFRSF13B
CL:0000786	TNFRSF13B
CL:0000843	TNFRSF13B
CL:0000787	TNFRSF13B
CL:0000787	TNFRSF13B
CL:0000786	TNFRSF13B
CL:0000787	TNFRSF13B
CL:0000787	TNFRSF13B
CL:0002306	HAAO
CL:0000057	MACF1
CL:0000814	MACF1
CL:0000091	FOLR2
CL:0000235	FOLR2
CL:0000890	FOLR2
CL:0000235	FOLR2
CL:0000129	FOLR2
CL:0000127	DAAM2
CL:0000057	DAAM2
CL:0000128	DAAM2
CL:0000128	DAAM2
CL:0001064	DAAM2
CL:0000784	ZFYVE26
CL:0000164	RIMBP2
CL:0000023	TMEM131
CL:0000814	TMEM131
CL:0000814	BICRAL
CL:0000066	LRRC8B
CL:0002167	TTC9
CL:0000814	SUZ12
CL:0002322	SUZ12
CL:0000034	SUZ12
CL:0000066	SUZ12
CL:0000034	SUZ12
CL:0000594	SCRIB
CL:0000178	SPIDR
CL:0000057	SPIDR
CL:0000066	SPIDR
CL:0000814	MORC3
CL:0000138	SLC39A14
CL:0000155	SLC39A14
CL:0000216	SLC39A14
CL:0000499	SLC39A14
CL:0000092	SLC39A14
CL:0000546	SLC39A14
CL:0000192	SLC39A14
CL:0000912	SLC39A14
CL:0000814	MTREX
CL:0011025	MTREX
CL:0000360	MTREX
CL:0000576	FOLR3
CL:0000775	FOLR3
CL:0001054	FOLR3
CL:0000576	FOLR3
CL:0001054	FOLR3
CL:0000192	RPL13A
CL:0000057	RPL13A
CL:0000077	RPL13A
CL:0000670	RPL13A
CL:0000158	RPL13A
CL:0000160	RPL13A
CL:1000398	RPL13A
CL:0000775	RPL13A
CL:0000077	RPL13A
CL:0000066	RPL13A
CL:0000646	RPL13A
CL:0000079	RPL13A
CL:0000038	RPL13A
CL:0000814	RPL13A
CL:0000084	RPL13A
CL:0000128	RPL13A
CL:0000236	RPL13A
CL:0000128	RPL13A
CL:0000540	RPL13A
CL:0000499	RPL13A
CL:0000814	KAT6B
CL:0000814	CABIN1
CL:0000814	SRRM2
CL:0000155	SRRM2
CL:0000051	ARHGAP45
CL:0000738	ARHGAP45
CL:0000813	ARHGAP45
CL:0000814	ARHGAP45
CL:0000576	ACAP2
CL:0000814	ACAP2
CL:0000034	ZNF281
CL:0000576	FOS
CL:1000398	FOS
CL:0000775	FOS
CL:0000192	FOS
CL:0000127	FOS
CL:0000499	FOS
CL:0000129	FOS
CL:0007011	FOS
CL:0000584	FOS
CL:0000235	FOS
CL:0000540	FOS
CL:0000127	FOS
CL:0000158	FOS
CL:0000057	FOS
CL:0000079	FOS
CL:0000127	FOS
CL:0000129	FOS
CL:0000066	FOS
CL:0000814	FOS
CL:0000576	FOS
CL:0000134	FOS
CL:0000182	NNT
CL:0000178	NNT
CL:0001064	PRAME
CL:0001063	PRAME
CL:0001064	PRAME
CL:0000586	PRAME
CL:0000216	PRAME
CL:0000066	ADAT1
CL:0000814	SLC16A8
CL:0000138	FOSB
CL:0000038	FOSB
CL:0000051	FOSB
CL:0000499	FOSB
CL:0000057	FOSB
CL:1000398	FOSB
CL:0000576	FOSB
CL:0002258	FOSB
CL:0000066	FOSB
CL:0000057	FOSB
CL:0000576	FOSB
CL:0000097	FOSB
CL:0000192	FOSB
CL:0007011	FOSB
CL:0000127	FOSB
CL:0000127	FOSB
CL:0000129	FOSB
CL:0000115	FOSB
CL:0000079	FOSB
CL:0000158	FOSB
CL:0000127	FOSB
CL:0002167	MAPK8IP2
CL:0000700	MAPK8IP2
CL:0000038	RBFOX2
CL:0000127	RBFOX2
CL:0011020	RBFOX2
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000235	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000576	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000236	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000145	LILRA4
CL:0000784	LILRA4
CL:0001058	LILRA4
CL:0000451	LILRA4
CL:0000784	LILRA4
CL:0000784	LILRA4
CL:0000814	TTC33
CL:0000178	TTC33
CL:0000814	DNPEP
CL:0000235	FOSL2
CL:0000909	FOSL2
CL:0000814	FOSL2
CL:0000097	FOSL2
CL:0000057	FOSL2
CL:0000235	FOSL2
CL:0000235	FOSL2
CL:0000682	FOSL2
CL:0000814	PSD4
CL:0000738	PSD4
CL:0005010	TSPAN12
CL:0000188	TSPAN12
CL:0000127	TSPAN12
CL:0000115	TSPAN12
CL:0000127	TSPAN12
CL:0000115	TSPAN12
CL:0000115	TSPAN15
CL:0000940	TSPAN15
CL:0000115	TSPAN15
CL:0000128	TSPAN15
CL:0002217	TSPAN15
CL:0000067	TSPAN15
CL:0000128	TSPAN15
CL:0000166	SNAPIN
CL:0000128	WBP2
CL:0001064	WBP2
CL:0000127	WBP2
CL:0000814	WBP2
CL:0000236	WBP1
CL:0000814	GTPBP4
CL:0000542	GTPBP4
CL:0000066	CLDN14
CL:0000128	CLDN14
CL:0000066	CHST5
CL:0000540	DDAH2
CL:0000236	DDAH2
CL:0005006	DDAH2
CL:0000051	DDAH2
CL:0000115	DDAH2
CL:0000814	ARL2BP
CL:0000775	PADI4
CL:0000576	PADI4
CL:0000775	PADI4
CL:0000576	PADI4
CL:0000576	FPR1
CL:0000775	FPR1
CL:0000235	FPR1
CL:0000775	FPR1
CL:0000235	FPR1
CL:0000576	FPR1
CL:0000775	FPR1
CL:0000235	FPR1
CL:0000775	FPR1
CL:1000398	FPR1
CL:0000775	FPR1
CL:0000129	FPR1
CL:0000763	FPR1
CL:0000775	FPR1
CL:0000077	FPR1
CL:0000510	FPR1
CL:0000235	FPR1
CL:0000235	FPR1
CL:0000127	DDAH1
CL:0000775	FPR2
CL:0000775	FPR2
CL:0000775	FPR2
CL:0000763	FPR2
CL:0000775	FPR2
CL:0000235	FPR2
CL:0000576	FPR2
CL:0000775	FPR2
CL:0000235	FPR2
CL:0000127	CDC42EP4
CL:0000644	CDC42EP4
CL:0000127	CDC42EP4
CL:0000127	CDC42EP4
CL:0000127	CDC42EP4
CL:0000127	CDC42EP4
CL:0000038	CCNDBP1
CL:0000216	CCNDBP1
CL:0000814	CCNDBP1
CL:0000586	CCNDBP1
CL:0000066	VSIG2
CL:0000160	VSIG2
CL:0000066	VSIG2
CL:0000155	VSIG2
CL:0000584	VSIG2
CL:0000066	TMEM50A
CL:0000815	TMEM50A
CL:0000501	TMEM50A
CL:0000814	TMEM50A
CL:0007011	TMEM50A
CL:0000814	DDX58
CL:0000814	ELP5
CL:0000051	ELP5
CL:0000814	KLHDC2
CL:0000155	KLHDC2
CL:0007011	KLHDC2
CL:0000077	CARHSP1
CL:0000814	CARHSP1
CL:0000502	CARHSP1
CL:0000235	FPR3
CL:0000235	FPR3
CL:0000763	FPR3
CL:0000235	FPR3
CL:0000235	FPR3
CL:0000236	LEMD3
CL:0000057	HEBP2
CL:0000646	HEBP2
CL:0000576	HEBP2
CL:0000034	ORC6
CL:0011020	ORC6
CL:0000815	ACOT9
CL:0000815	ACOT9
CL:0000066	ACOT9
CL:0005006	AMACR
CL:0000066	AMACR
CL:0000510	AMACR
CL:0000235	CLEC5A
CL:0000235	CLEC5A
CL:0000576	CLEC5A
CL:0000235	CLEC5A
CL:0000775	CLEC5A
CL:0000576	CLEC5A
CL:0000034	CORO1C
CL:0000763	CORO1C
CL:0000784	DAPK2
CL:0000034	DAPK2
CL:0000784	CD2AP
CL:0000814	CD2AP
CL:0000232	MKRN1
CL:0000038	MKRN1
CL:0000814	MKRN1
CL:0000814	MKRN2
CL:0000646	PHLDA3
CL:0000814	ZMYND8
CL:0000160	ZMYND8
CL:0000814	SH3BP1
CL:0000066	SH3BP1
CL:0000586	TSSK2
CL:0002627	NTR2
CL:0002627	NTR2
CL:0000127	NTR2
CL:0000127	NTR2
CL:0000644	NTR2
CL:0000163	BACE1
CL:0000178	BACE1
CL:0000767	BACE1
CL:0000099	BACE1
CL:0000128	BACE1
CL:0000128	BACE1
CL:0007011	RUSC1
CL:0005006	FAM89B
CL:0000814	FAM89B
CL:0000216	PRND
CL:0000216	PRND
CL:0000127	KCNE5
CL:0001064	CA14
CL:0000066	KPNA6
CL:0000171	KPNA6
CL:0000115	SSBP2
CL:0000451	NUP62
CL:0000064	LRRC6
CL:0000814	HSPBP1
CL:0000064	HSPBP1
CL:0000165	SNHG1
CL:0002204	SNHG1
CL:0000160	SNHG1
CL:0000129	LY96
CL:0000235	LY96
CL:0000786	LY96
CL:0000097	PPP1R15A
CL:0000576	PPP1R15A
CL:0000814	PPP1R15A
CL:0000786	PPP1R15A
CL:0000216	PPP1R15A
CL:0000235	PPP1R15A
CL:0000192	PPP1R15A
CL:0000499	PPP1R15A
CL:0000763	PPP1R15A
CL:0000066	PPP1R15A
CL:0000576	PPP1R15A
CL:0000451	PPP1R15A
CL:0000646	PPP1R15A
CL:0000160	PPP1R15A
CL:0000057	PPP1R15A
CL:0000129	PLD3
CL:0000235	PLD3
CL:0000499	PLD3
CL:0000163	PLD3
CL:0000576	PLD3
CL:0000057	PLD3
CL:0000066	ARFIP2
CL:0000814	SSBP3
CL:0000051	SSBP3
CL:0000235	TRIM29
CL:0001064	TRIM29
CL:0000312	TRIM29
CL:0000646	TRIM29
CL:0000065	PLXNB2
CL:0000155	PLXNB2
CL:0000160	PLXNB2
CL:0000763	SLC7A11
CL:0000784	SLC7A11
CL:0000670	LSM5
CL:0000057	LSM5
CL:0000134	LSM5
CL:0000586	LSM5
CL:0000584	LSM5
CL:0000360	LSM5
CL:0000188	LSM5
CL:0000814	LSM5
CL:0000540	LSM5
CL:0000038	LSM5
CL:0000235	PLA2G15
CL:0000129	PLA2G15
CL:0000216	TMEM2
CL:0000115	TMEM2
CL:0000814	TMEM2
CL:0000128	TMEFF2
CL:0000128	TMEFF2
CL:0000128	TMEFF2
CL:0000097	SMPX
CL:0000746	SMPX
CL:0000746	SMPX
CL:0000499	SMPX
CL:0000165	SH3BP4
CL:0002204	SH3BP4
CL:0000128	SGK3
CL:0000763	SGK3
CL:0000169	SGK3
CL:0000066	SGK3
CL:0000057	RAB38
CL:0001063	RAB38
CL:0000646	RAB38
CL:0001064	RAB38
CL:0001064	RAB38
CL:0000148	RAB38
CL:0000646	RAB38
CL:0000814	PRKD3
CL:0000192	KCNE4
CL:0000169	CADM1
CL:0011025	CADM1
CL:0000815	CADM1
CL:0000216	CADM1
CL:0000223	CADM1
CL:0002461	CADM1
CL:0000128	CADM1
CL:0000066	CADM1
CL:0000451	CADM1
CL:0000815	CADM1
CL:0001056	CADM1
CL:0000622	CADM1
CL:0000540	CADM1
CL:0000057	CADM1
CL:0000079	GABARAPL1
CL:0000066	GABARAPL1
CL:0000814	GABARAPL1
CL:0005006	GABARAPL1
CL:0000057	GABARAPL1
CL:0005010	GABARAPL1
CL:0000138	GABARAPL1
CL:0000815	GABARAPL1
CL:0011025	GABARAPL1
CL:0000158	GABARAPL1
CL:0000352	SHPK
CL:0000622	TMEM245
CL:0000099	FRRS1L
CL:0000540	FRRS1L
CL:0011025	EID1
CL:0011025	EID1
CL:0000163	EID1
CL:0000158	EID1
CL:0007011	EID1
CL:0000192	EID1
CL:0000127	EID1
CL:0000499	EID1
CL:0000540	EID1
CL:0000158	EID1
CL:0000814	EID1
CL:0000066	AIPL1
CL:0000066	PPIL2
CL:0000814	PITPNB
CL:0000763	PISD
CL:0000038	OSBP2
CL:0000586	OSBP2
CL:0000646	MAFF
CL:0000192	MAFF
CL:0000814	MAFF
CL:0000165	MAFF
CL:0000037	MAFF
CL:0000158	MAFF
CL:0000763	MAFF
CL:0000084	MAFF
CL:0000158	MAFF
CL:0000066	MAFF
CL:0002204	MAFF
CL:0000160	MAFF
CL:0000079	MAFF
CL:0007011	MAFF
CL:0000236	IL17RA
CL:0000236	IL17RA
CL:0000051	IL17RA
CL:0000129	IL17RA
CL:0001065	IL17RA
CL:0000066	IL17RA
CL:0000084	IL17RA
CL:0000940	IL17RA
CL:0000863	IL17RA
CL:0000576	IL17RA
CL:0000763	IL17RA
CL:0000899	IL17RA
CL:0000899	IL17RA
CL:0000623	IL17RA
CL:0000814	IL17RA
CL:0000763	IL17RA
CL:0000775	IL17RA
CL:0000050	IL17RA
CL:0000057	FLRT3
CL:0000223	FLRT3
CL:0000540	FLRT3
CL:0000057	FLRT3
CL:0002167	FLRT1
CL:0000038	FKBP8
CL:0000814	FKBP8
CL:0000576	FKBP8
CL:0000814	BRD1
CL:0000066	ARHGAP8
CL:0000814	APOL2
CL:0001064	BCL2L13
CL:0000814	BCL2L13
CL:0002322	MTCH1
CL:0000814	MTCH1
CL:0000178	MTCH2
CL:0000814	MTCH2
CL:0000236	MTCH2
CL:0000586	MTCH2
CL:0002322	MTCH2
CL:0000233	ALOX12
CL:0000556	ALOX12
CL:0000066	FXN
CL:0000160	ABCA4
CL:0000787	ALOX5
CL:0000235	ALOX5
CL:0002204	ALOX5
CL:0000169	ALOX5
CL:0000129	ALOX5
CL:0000576	ALOX5
CL:0000097	ALOX5
CL:0000097	ALOX5
CL:0000775	ALOX5
CL:0000235	ALOX5AP
CL:0000236	ALOX5AP
CL:0000576	ALOX5AP
CL:0000129	ALOX5AP
CL:0000623	ALOX5AP
CL:0000077	ALOX5AP
CL:0000576	ALOX5AP
CL:0000097	ALOX5AP
CL:0000451	ALOX5AP
CL:0000235	ALOX5AP
CL:0000233	ALOX5AP
CL:0000784	ALOX5AP
CL:0000784	ALOX5AP
CL:0000084	ALOX5AP
CL:0000097	ALOX5AP
CL:0000738	ALOX5AP
CL:0000775	ALOX5AP
CL:0000814	ALOX5AP
CL:0000763	ALOX5AP
CL:1000398	ALOX5AP
CL:0000034	KIF4A
CL:0000814	EML2
CL:0002167	EML2
CL:0000236	LAMP5
CL:0001058	LAMP5
CL:0000057	LAMP5
CL:0000784	LAMP5
CL:0000814	TFIP11
CL:0000814	PRPF6
CL:0000787	FRK
CL:0000788	FRK
CL:0000051	ALOX12P2
CL:0000066	CNPY4
CL:0000216	DEFB-19
CL:0005010	ATP6V0D2
CL:0005010	ATP6V0D2
CL:0005006	ATP6V0D2
CL:0000066	ATP6V0D2
CL:0000815	ATP6V1C2
CL:0000815	ATP6V1C2
CL:0005010	ATP6V1C2
CL:0005006	ATP6V1C2
CL:0005010	ATP6V1C2
CL:0011025	ATP6V1C2
CL:0000067	ATP6V1C2
CL:0000066	ALOX15
CL:0000077	ALOX15
CL:0000066	ALOX15
CL:0000077	ALOX15
CL:0000451	ALOX15
CL:0000066	CYORF15B
CL:0000084	CNOT6L
CL:0000814	CNOT6L
CL:0011025	CNOT6L
CL:0000067	GAS2L2
CL:0000814	CDC26
CL:0000679	SLC17A8
CL:0002085	SLC17A8
CL:0000814	RNASEH1
CL:0000066	RNASEH1
CL:0000814	POLR2J2
CL:0000545	IL27
CL:0000837	MTOR
CL:0002306	IAP
CL:0002306	IAP
CL:0000057	IAP
CL:0002322	IAP
CL:0002306	IAP
CL:0000584	IAP
CL:0000814	FRG1
CL:0000586	FRG1
CL:0002085	FRZB
CL:0000173	FRZB
CL:0005019	FRZB
CL:0000173	FRZB
CL:0000057	FRZB
CL:0000499	FRZB
CL:0000173	FRZB
CL:0000223	FRZB
CL:0000173	FRZB
CL:0000134	FRZB
CL:0000216	FRZB
CL:0000192	FRZB
CL:0000138	FRZB
CL:0000057	FRZB
CL:0002248	ALPL
CL:0000165	ALPL
CL:0000134	ALPL
CL:0010001	ALPL
CL:0000775	ALPL
CL:0000235	ALPL
CL:0002248	ALPL
CL:0000134	ALPL
CL:0000236	ALPL
CL:0000062	ALPL
CL:0000775	ALPL
CL:0002248	ALPL
CL:0002204	ALPL
CL:0000134	ALPL
CL:0000127	ALPL
CL:1000488	ALPL
CL:0002306	ALPL
CL:0000775	ALPL
CL:0002322	ALPL
CL:0000034	ALPL
CL:0000062	ALPL
CL:0000670	ALPL
CL:0000216	FSHR
CL:0000501	FSHR
CL:0000501	FSHR
CL:0000501	FSHR
CL:0000584	NR5A2
CL:0000178	NR5A2
CL:0000115	NR5A2
CL:0000622	NR5A2
CL:0000451	FTH1
CL:0000134	FTH1
CL:0000057	FTH1
CL:0000163	FTH1
CL:0000079	FTH1
CL:0000160	FTH1
CL:0000814	FTH1
CL:0000084	FTH1
CL:0000540	FTH1
CL:0000127	FTH1
CL:0007011	FTH1
CL:0007011	FTH1
CL:0000775	FTH1
CL:0000576	FTH1
CL:0000235	FTH1
CL:0007011	FTH1
CL:0000066	FTH1
CL:0000235	FTH1
CL:0000038	FTH1
CL:0000192	FTH1
CL:0007011	FTH1
CL:0000127	FTH1
CL:0000097	FTH1
CL:0000034	ALP
CL:0002322	ALP
CL:0002217	ALP
CL:0002248	ALPG
CL:0001063	ALPG
CL:0001063	ALPG
CL:0001063	ALPG
CL:0001063	ALPG
CL:0000185	ALPG
CL:0000062	ALPG
CL:0002063	ALPG
CL:0002195	ALPG
CL:0001063	ALPG
CL:0000057	FTL
CL:0000235	FTL
CL:0000038	FTL
CL:0000775	FTL
CL:0000066	FTL
CL:0000499	FTL
CL:0000235	FTL
CL:0000129	FTL
CL:0000160	FTL
CL:0000079	FTL
CL:0000192	FTL
CL:0000786	FTL
CL:0000814	FTL
CL:0000235	FTL
CL:0000235	FTL
CL:0000451	FTL
CL:0000235	FTL
CL:0000091	FTL
CL:0000113	FTL
CL:0000451	FTL
CL:0000163	FTL
CL:0000576	FTL
CL:0000178	NR5A1
CL:0002097	NR5A1
CL:0000235	FUCA1
CL:0000235	FUCA1
CL:0000509	GAST
CL:0000164	GAST
CL:0000509	GAST
CL:0000163	GAST
CL:0000163	GAST
CL:0000542	FUS
CL:0000814	FUS
CL:0000134	FUS
CL:0000066	FUT2
CL:0000049	FUT3
CL:0000775	FUT4
CL:0000875	FUT4
CL:0000775	FUT4
CL:0000763	FUT4
CL:0000775	FUT4
CL:0000771	FUT4
CL:0000235	FUT4
CL:0000034	FUT4
CL:0002322	FUT4
CL:0000094	FUT4
CL:0000540	FUT4
CL:0000835	FUT4
CL:0000889	FUT4
CL:0000034	FUT4
CL:0000576	FUT4
CL:0000235	FUT4
CL:0000775	FUT4
CL:0000222	FUT4
CL:0002322	FUT4
CL:0000047	FUT4
CL:0002322	FUT4
CL:0000771	FUT4
CL:0000576	FUT4
CL:0000767	FUT4
CL:0000094	FUT4
CL:0002322	FUT4
CL:0001056	FUT4
CL:0000034	FUT4
CL:0002248	FUT4
CL:0002322	FUT4
CL:0002322	FUT4
CL:0000775	FUT4
CL:0002322	FUT4
CL:0002322	FUT4
CL:0000775	FUT4
CL:0002248	FUT4
CL:0000775	FUT4
CL:0000771	FUT4
CL:0002322	FUT4
CL:0000771	FUT4
CL:0000860	FUT4
CL:0000775	FUT4
CL:0000775	FUT4
CL:0000034	FUT4
CL:0000763	FUT4
CL:0002322	FUT4
CL:0002322	FUT4
CL:0000066	FUT4
CL:0000763	FUT4
CL:0000556	FUT4
CL:0000670	FUT4
CL:0002393	FUT4
CL:0000763	FUT4
CL:0002322	FUT4
CL:0000623	FUT5
CL:0000623	FUT5
CL:0000160	FUT6
CL:0000066	FUT6
CL:0000586	TMEM9
CL:0000784	FUT7
CL:0000066	STXBP4
CL:0000066	FNDC5
CL:0000814	FUT8
CL:0011025	FUT8
CL:0000236	FUT8
CL:0000584	HEPACAM2
CL:0000169	HEPACAM2
CL:0000160	HEPACAM2
CL:0005010	HEPACAM2
CL:0000163	HEPACAM2
CL:0005006	HEPACAM2
CL:0000746	TECRL
CL:0000814	KDSR
CL:0000646	KDSR
CL:0000066	KDSR
CL:0000066	ACKR1
CL:0000115	ACKR1
CL:0000071	ACKR1
CL:0002652	ACKR1
CL:0002652	ACKR1
CL:1000397	ACKR1
CL:0000115	ACKR1
CL:0000115	ACKR1
CL:0002671	ACKR1
CL:0002543	ACKR1
CL:0000232	ACKR1
CL:0002543	ACKR1
CL:0000814	RICTOR
CL:0000556	FYB
CL:0000814	FYB
CL:0000775	FYB
CL:0000763	FYB
CL:0000129	FYB
CL:0000646	FYB
CL:0000235	FYB
CL:0000084	FYB
CL:0000084	FYB
CL:0000576	FYB
CL:0000510	FYB
CL:0000576	FYB
CL:0000084	FYN
CL:0000814	FYN
CL:0000128	FYN
CL:0000084	FYN
CL:0011025	FYN
CL:0002453	FYN
CL:0000451	FZD2
CL:1000428	FZD2
CL:0000127	FZD2
CL:0000051	CADM2
CL:0002453	CADM2
CL:0007011	CADM2
CL:0007011	CADM2
CL:0000586	GPATCH11
CL:0000501	IFI6
CL:0000235	IFI6
CL:0000066	IFI6
CL:0000451	IFI6
CL:0000815	IFI6
CL:0000814	IFI6
CL:0000815	IFI6
CL:0000057	IFI6
CL:0000499	IFI6
CL:0000160	IFI6
CL:0000216	IFI6
CL:0011025	IFI6
CL:0000038	EBF3
CL:0002167	EBF3
CL:0000223	CERS6
CL:0000182	G6PC
CL:0000182	G6PC
CL:0002306	G6PC
CL:0000192	MSRB3
CL:0000192	MSRB3
CL:0000066	MSRB3
CL:0000814	ZDHHC20
CL:0000091	G6PD
CL:0000216	G6PD
CL:0000814	G6PD
CL:0000814	RALGAPA1
CL:0000763	RALGAPA1
CL:0000540	RALGAPA1
CL:0000066	KCTD13
CL:0000510	METAP1D
CL:0000814	METAP1D
CL:0000077	FBXO33
CL:0000814	FBXO33
CL:0000066	SLC37A4
CL:0000236	SLC37A4
CL:0000173	LCORL
CL:0000173	LCORL
CL:0000173	LCORL
CL:0000173	LCORL
CL:0000815	SLC41A1
CL:0000814	SLC41A1
CL:0000216	SLC41A1
CL:0000067	SLC41A1
CL:0000814	LPCAT4
CL:0000623	LPCAT4
CL:0000814	XRCC6
CL:0000586	XRCC6
CL:0000670	XRCC6
CL:0002453	VXN
CL:0000235	GAA
CL:0000129	GAA
CL:0000066	GAA
CL:0000576	GAA
CL:0000235	GAA
CL:0000586	TMEM256
CL:0000814	TMEM256
CL:0000584	TMEM256
CL:0000077	TMEM256
CL:0000784	GAB1
CL:0000138	RPL9P9
CL:0000160	RPL9P9
CL:0000066	RPL9P9
CL:0000077	RPL9P9
CL:0000079	RPL9P9
CL:0000084	RPL9P9
CL:0000188	RPL9P9
CL:0000192	RPL9P9
CL:0000134	RPL9P9
CL:0000236	RPL9P9
CL:0000499	RPL9P9
CL:0000057	RPL9P9
CL:0000586	MORN5
CL:0000064	MORN5
CL:0000051	REXO1L1P
CL:0000767	GABBR1
CL:0000066	GABBR1
CL:0000062	GABBR1
CL:0000814	MPV17L
CL:0000540	CBARP
CL:0000047	GABPA
CL:0000065	CFAP65
CL:0000067	CFAP299
CL:0000352	PLA2G4F
CL:0000017	TXNDC8
CL:0000784	MCOLN2
CL:0000066	ANKK1
CL:0000815	GABPB1
CL:0000814	GABPB1
CL:0000210	GABRA1
CL:0000121	GABRA1
CL:0000540	GABRA1
CL:0000235	RNF144B
CL:0000510	RNF144B
CL:0000163	RNF144B
CL:0000576	RNF144B
CL:0000235	RNF144B
CL:0000127	GABRA2
CL:0002627	GABRA2
CL:0002627	GABRA2
CL:0000173	PCSK9
CL:0000034	PCSK9
CL:0000057	NPNT
CL:0000127	NPNT
CL:0002258	NPNT
CL:0005009	NPNT
CL:0000062	NPNT
CL:0000622	NPNT
CL:0000814	TCTEX1D2
CL:0000586	TCTEX1D2
CL:0000064	TCTEX1D2
CL:0000099	INAFM1
CL:0000099	GABRA5
CL:0000235	C19ORF38
CL:0000576	C19ORF38
CL:0000115	BCL6B
CL:0000510	CNEP1R1
CL:0000127	GABRB1
CL:0000127	GABRB1
CL:0000127	GABRB1
CL:0000057	COL6A5
CL:0000066	GABRB3
CL:0000034	GABRB3
CL:0000173	GABRB3
CL:0000451	NAPSB
CL:0000576	NAPSB
CL:0000236	NAPSB
CL:0000236	NAPSB
CL:0000235	NAPSB
CL:0011026	PACA
CL:0000622	PACA
CL:0002351	PACA
CL:0000740	PACA
CL:0000051	NATD1
CL:0000814	EML3
CL:0000084	SCML4
CL:0000814	SCML4
CL:0000352	ST6GALNAC3
CL:0000057	ST6GALNAC3
CL:0000097	ST6GALNAC3
CL:0000066	MFSD8
CL:0000173	GABRG2
CL:0000173	GABRG2
CL:0000540	GABRG2
CL:0000210	GABRG2
CL:0000173	GABRG2
CL:0000173	GABRG2
CL:0002322	GLIPR1L1
CL:0000814	KANK3
CL:0000115	KANK3
CL:0002217	SUN3
CL:0000128	SERINC5
CL:0000622	SERINC5
CL:0000128	SERINC5
CL:0000057	SERINC5
CL:0000128	SERINC5
CL:0000352	SERINC5
CL:0011028	ALX3
CL:0000210	FRMD3
CL:0008029	GAD1
CL:0000498	GAD1
CL:0000540	GAD1
CL:0000099	GAD1
CL:0000561	GAD1
CL:0000561	GAD1
CL:0000099	GAD1
CL:0008031	GAD1
CL:0000498	GAD1
CL:0008029	GAD1
CL:0000121	GAD1
CL:0000099	GAD1
CL:0000099	GAD1
CL:0000540	GAD1
CL:0008029	GAD1
CL:0008029	GAD1
CL:0000099	GAD1
CL:0008029	GAD1
CL:0008029	GAD1
CL:0000099	GAD1
CL:0000540	GAD1
CL:0000561	GAD1
CL:0001065	ZNF683
CL:0001065	ZNF683
CL:0000909	ZNF683
CL:0000814	ZNF683
CL:0000542	ZNF683
CL:0000814	ZNF683
CL:0000911	ZNF683
CL:0000542	ZNF683
CL:0000844	GCSAM
CL:0000844	GCSAM
CL:0000236	GCSAM
CL:0000067	CFAP126
CL:0000065	CFAP126
CL:0002167	CFAP126
CL:0000064	CFAP126
CL:0000057	NEGR1
CL:0000057	NEGR1
CL:0000165	NEGR1
CL:0000057	NEGR1
CL:0000057	NEGR1
CL:0000051	NEGR1
CL:0000499	NEGR1
CL:0000057	NEGR1
CL:0000057	NEGR1
CL:0000057	NEGR1
CL:0008029	GAD2
CL:0000099	GAD2
CL:0000121	GAD2
CL:0008029	GAD2
CL:0000540	GAD2
CL:0008031	GAD2
CL:0008029	GAD2
CL:0000099	GAD2
CL:0000540	GAD2
CL:0008029	GAD2
CL:0000703	GPX6
CL:0000814	SHPRH
CL:0000236	SHPRH
CL:0000051	SNX33
CL:0000623	GAGE2
CL:0000127	C2ORF72
CL:0000057	SHC2
CL:0000814	HYPK
CL:0000128	SLC24A2
CL:0000121	SLC24A2
CL:0000064	CBY1
CL:0000542	SUN2
CL:0000128	SUN2
CL:0000814	SUN2
CL:0000066	DSTYK
CL:0000786	RASGRP3
CL:0000115	RASGRP3
CL:0000115	RASGRP3
CL:0000115	RASGRP3
CL:0000236	RASGRP3
CL:0000236	RASGRP3
CL:0000057	RASGRP3
CL:0000236	RASGRP3
CL:0000178	RAB3GAP2
CL:0000540	TMEM59L
CL:0000352	NGEF
